epoch,train_accuracy,val_accuracy,epoch_time_s
1,0.9109259247779846,0.9610000252723694,3.3655090000247583
2,0.9641851782798767,0.9648333191871643,2.1505150420125574
3,0.9734259247779846,0.9768333435058594,2.1684454159694724
4,0.9776666760444641,0.9786666631698608,2.3855711669893935
5,0.9823518395423889,0.9779999852180481,2.193985791003797
6,0.9843703508377075,0.9779999852180481,2.271702166995965
7,0.9869999885559082,0.9789999723434448,2.408074332983233
8,0.9879259467124939,0.9819999933242798,2.3063834590138867
9,0.9886296391487122,0.9804999828338623,2.4498832909739576
10,0.9897592663764954,0.9828333258628845,2.5197014999575913
11,0.9912962913513184,0.9831666946411133,2.231693666020874
12,0.9911481738090515,0.9793333411216736,2.166221499966923
13,0.9918147921562195,0.981166660785675,2.1365724590141326
14,0.9913333058357239,0.9818333387374878,2.1017888329806738
15,0.9938333630561829,0.9801666736602783,2.1156060840003192
16,0.9925740957260132,0.9810000061988831,2.0738512499956414
17,0.993759274482727,0.9823333621025085,3.062466958013829
18,0.993314802646637,0.9808333516120911,2.4317935830331407
19,0.9937407374382019,0.9829999804496765,2.830727916036267
20,0.9939814805984497,0.9835000038146973,2.4667391249677166
21,0.994351863861084,0.9816666841506958,2.759185000031721
22,0.9948889017105103,0.9819999933242798,2.9792635000194423
23,0.9939814805984497,0.9851666688919067,2.713131666998379
24,0.9948889017105103,0.9818333387374878,2.6209944170550443
25,0.9943888783454895,0.98416668176651,2.8428601669729687
26,0.9954814910888672,0.9836666584014893,2.9709783750004135
27,0.9960926175117493,0.984333336353302,2.909046624961775
28,0.9953333139419556,0.984333336353302,3.1546550409984775
29,0.9961110949516296,0.9819999933242798,3.0448011250118725
30,0.9958703517913818,0.984666645526886,2.7776522919884883
31,0.9956481456756592,0.9819999933242798,3.132170833996497
32,0.9961851835250854,0.9833333492279053,2.9812941669952124
33,0.9964444637298584,0.9825000166893005,3.1408107500174083
34,0.996055543422699,0.9838333129882812,3.01137366698822
35,0.9965184926986694,0.9828333258628845,3.5638750420184806
36,0.9961110949516296,0.9826666712760925,3.6607880420051515
37,0.9966296553611755,0.9835000038146973,3.3924182080081664
38,0.9969074130058289,0.9831666946411133,3.6133743750397116
39,0.9961296319961548,0.984000027179718,3.357405250018928
40,0.996666669845581,0.9848333597183228,2.814279957965482
41,0.9969629645347595,0.9835000038146973,3.1518768750247546
42,0.9969629645347595,0.9854999780654907,2.985972916998435
43,0.9966481328010559,0.98416668176651,2.738044166995678
44,0.9975185394287109,0.9838333129882812,3.4304893749649636
45,0.9967777729034424,0.984333336353302,2.9332674590405077
46,0.9968888759613037,0.9860000014305115,2.762884875002783
47,0.9971296191215515,0.984499990940094,3.0665623329696245
48,0.9976481199264526,0.9825000166893005,2.8097886669565924
49,0.997592568397522,0.9831666946411133,3.856738291971851
50,0.9967222213745117,0.9848333597183228,3.7666930410196073
51,0.9972407221794128,0.9853333234786987,3.9881120839854702
52,0.9970740675926208,0.9854999780654907,3.6128691660123877
53,0.9980925917625427,0.984666645526886,6.310432375001255
54,0.9975555539131165,0.9828333258628845,3.5715191250201315
55,0.9975185394287109,0.98416668176651,3.558993541984819
56,0.9972777962684631,0.9854999780654907,3.690095166035462
57,0.9972962737083435,0.9848333597183228,2.964084916980937
58,0.9977222084999084,0.9851666688919067,3.0515591659932397
59,0.9977222084999084,0.984499990940094,3.2725207090261392
60,0.9974074363708496,0.984666645526886,3.239702375023626
61,0.9977407455444336,0.9833333492279053,4.109118749969639
62,0.9979629516601562,0.9833333492279053,4.001260459015612
63,0.9978888630867004,0.9828333258628845,3.513335834024474
64,0.9969815015792847,0.9833333492279053,3.354661874996964
65,0.9978888630867004,0.984333336353302,3.594561541976873
66,0.9979814887046814,0.9833333492279053,4.39825666701654
67,0.9980740547180176,0.9863333106040955,3.6694784170249477
68,0.9973888993263245,0.984666645526886,3.18007599998964
69,0.9977962970733643,0.98416668176651,3.619944875012152
70,0.9977407455444336,0.9833333492279053,3.723347791994456
71,0.9979814887046814,0.9851666688919067,3.5635559579823166
72,0.9982222318649292,0.9836666584014893,4.090821333986241
73,0.9979074001312256,0.9851666688919067,4.12268737499835
74,0.9986851811408997,0.9850000143051147,4.795231124968268
75,0.9984074234962463,0.9851666688919067,5.142984875012189
76,0.9977962970733643,0.984000027179718,3.7542295409948565
77,0.9980000257492065,0.98416668176651,5.279220374999568
78,0.9977962970733643,0.984333336353302,4.354082749981899
79,0.9974814653396606,0.9835000038146973,3.9164158750209026
80,0.998370349407196,0.984499990940094,5.479602417035494
81,0.9984444379806519,0.984000027179718,3.2844815000426024
82,0.9984259009361267,0.9856666922569275,3.348813707998488
83,0.9980555772781372,0.9833333492279053,3.3319196249940433
84,0.9974444508552551,0.9871666431427002,3.441393708984833
85,0.9983888864517212,0.984333336353302,4.179997249972075
86,0.9983333349227905,0.984666645526886,4.313004916999489
87,0.9982592463493347,0.9860000014305115,3.748634874995332
88,0.9986851811408997,0.9850000143051147,4.082035500032362
89,0.9979259371757507,0.98416668176651,3.5186487500322983
90,0.9979629516601562,0.9856666922569275,3.777259042020887
91,0.9980555772781372,0.9858333468437195,3.468747750041075
92,0.9981481432914734,0.9851666688919067,3.343773207976483
93,0.9986110925674438,0.9851666688919067,3.8278476670384407
94,0.9980740547180176,0.984333336353302,3.358070916030556
95,0.9977407455444336,0.9858333468437195,3.1590617089532316
96,0.998462975025177,0.9861666560173035,3.0636207080096938
97,0.998462975025177,0.9858333468437195,3.12374666595133
98,0.9977222084999084,0.9856666922569275,3.1805292909848504
99,0.9982222318649292,0.9854999780654907,3.8970913750235923
100,0.9986481666564941,0.9853333234786987,2.9911630420247093
test,,0.9840999841690063,
